election,country,ISO,year,date,office,numresponses,COUNTRYDATA,PR,CL,fhcategory,development,gdp_pc_ppp,region,region9,oecd,OVERALLINTEGRITY,PEI_add_original_m,PEI_add_original,PEI_add_new_m,PEI_add_new,PEI_concept_m,PEI_contestation_m,PEI_participation_m,PEI_deliberation_m,PEI_adjudication_m,PEI_concept,PEI_contestation,PEI_participation,PEI_deliberation,PEI_adjudication,rating,PEIindexi_original,LAWS,lawsunfair,lawsunfair2,favoredincumbent,favoredincumbent2,citizens,citizens2,certainty,changes,equal,enfranchised,laws,laws_m,laws_new,laws_new_m,PROCEDURES,managed,votinginfo,fairofficials,legalelections,procedures,procedures_m,procedures_new,procedures_new_m,BOUNDARIES,bdiscrim,bdiscrim2,bfavored,bfavored2,bimpartial,boundaries,boundaries_m,boundaries_new,boundaries_new_m,VOTERREGISTRATION,reglisted,reglisted2,reginaccurate,reginaccurate2,ineligible,ineligible2,unlikelyreg,unlikelyreg2,votereg,votereg_m,voterreg_new,voterreg_new_m,PARTYREGISTRATION,oppprevent,oppprevent2,womenopp,minorityopp,leaderselect,leaderselect2,rallies,rallies2,equalopp,partytargeted,partytargeted2,partyreg,partyreg_m,partyreg_new,partyreg_new_m,MEDIACOVERAGE,balanced,newspapers,tv,tv2,fairaccess,faircoverage,socialmedia,disinformation,disinformation2,deliberation,media,media_m,media_new,media_new_m,CAMPAIGNFINANCE,subsidies,donations,accounts,rich,rich2,resources,resources2,bribed,bribed2,finance,finance_m,finance_new,finance_new_m,VOTINGPROCESS,violence,violence2,fraudulent,fraudulent2,easy,choice,postal,disabled,expats,internet,gaps,gaps2,encouraged,identification,identification2,voting,voting_m,voting_new,voting_new_m,VOTECOUNT,secure,delay,faircount,intlmonitors,intlmonitors2,domesticmonitors,domesticmonitors2,count,count_m,count_new,count_new_m,VOTINGRESULTS,challenged,challenged2,protestspeace,protestspeace2,protestsviolent,protestsviolent2,disputes,effective,results,results_m,results_new,results_new_m,ELECTIONAUTHORITIES,impartial,info,scrutiny,performance,targeted,targeted2,EMBs,EMBs_m,EMBs_new,EMBs_new_m,ROTATING,freetovote,fearviolence,fearviolence2,ballotconfidential,freefairelect,cashforvotes,cashforvotes2,patronage,patronage2,audit,hacking,campaignnews,govtnews,fakenews,fakenews2,hatespeech,hatespeech2,informedchoices,foreigninterference,foreigninterference2,mediamonitors,cyberattacks,cyberattacks2,diversenews,journalisticstandards,partisanjournalists,partisanjournalists2,fakesocial,fakesocial2,emergency,emergency2,safetyvoters,safetyworkers,safetyworkers2,opportunitycampaign,opportunitycampaign2,incumbentcampaign,incumbentcampaign2,postponed,postponed2,hesitant,hesitant2,support,shortage,shortage2,resourced,resourced2
AUT_09102022_P1,Austria,AUT,2022,09/10/2022,Presidential,9,,1,1,2,4,58431,4,6,1,,85,,,,88,82,99,77,95,89,82,99,77,97,10,83,,1,5,1,5,1,5,,,,,98,95,,,,5,5,5,5,100,100,100,100,,1,5,1,5,5,98,98,98,98,,1,5,1,5,1,5,,,100,100,,,,1,5,4,4,2,4,1,5,,,,81,82,,,,4,4,2,4,4,4,1,,,,58,58,,,,4,4,3,1,5,2,5,1,5,74,72,78,77,,1,5,1,5,5,4,5,5,5,1,,,,,,96,96,,,,5,5,5,1,5,1,5,100,100,100,100,,2,4,1,5,1,5,5,,81,91,,,,5,4,4,5,,,90,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,2,5,1,5,1,5,1,5,1,5,5,1,5,1,5
AZE_09102013_P1,Azerbaijan,AZE,2013,09/10/2013,Presidential,10,,6,6,0,3,17172,3,5,0,,43,45,,,38,37,49,28,38,36,36,42,28,37,3,41,,4,2,4,2,3,3,,,,,43,43,,,,3,3,2,2,32,36,32,36,,2,4,2,4,3,58,58,58,58,,4,2,3,3,3,3,,,38,40,,,,4,2,3,3,3,3,4,2,,,,41,43,,,,2,2,5,2,2,2,4,,,,31,31,,,,2,2,2,4,2,4,2,,,28,29,,,,3,3,4,2,4,3,4,4,4,2,,,,,,54,49,,,,3,4,2,3,3,4,2,47,45,47,45,,4,2,3,3,2,4,3,,45,45,,,,2,3,3,2,,,41,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZE_01112015_L1,Azerbaijan,AZE,2015,01/11/2015,Legislative,7,,6,6,0,3,17780,3,5,0,,28,28,,,24,18,43,15,20,24,18,42,15,21,2,29,,4,2,4,2,3,3,,,,,26,26,,,,2,3,1,2,21,23,21,23,,5,2,4,2,2,23,21,23,21,,4,2,4,2,3,3,,,28,28,,,,4,2,3,3,4,2,5,1,,,,36,35,,,,2,2,5,1,1,1,3,,,,17,16,,,,1,1,1,4,2,5,1,,,10,9,,,,3,3,5,1,4,2,3,3,3,1,,,,,,44,43,,,,2,4,2,4,2,4,2,38,36,38,36,,3,3,2,4,2,4,2,,52,55,,,,1,2,1,2,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZE_11042018_P1,Azerbaijan,AZE,2018,11/04/2018,Presidential,5,,7,6,0,3,15847,3,5,0,,42,31,,,33,34,50,18,29,32,30,50,18,28,3,38,,4,2,4,2,3,3,,,,,35,31,,,,3,4,2,2,44,38,44,38,,3,4,3,3,3,58,51,58,51,,4,2,4,2,4,3,,,42,32,,,,4,2,3,4,4,3,4,2,,,,40,39,,,,2,2,4,2,2,2,4,,,,33,33,,,,3,2,2,4,2,4,2,4,2,23,32,21,31,,2,4,4,2,3,2,3,3,4,2,,,,,,47,49,,,,2,3,2,3,3,3,3,48,44,48,44,,3,3,3,3,2,5,2,,56,51,,,,2,3,2,2,,,21,21,,,,,,,,,,,,,,,,,2,2,3,3,2,2,2,3,1,1,2,2,4,4,4,4,,,,,,,,,,,,,,,,,,
AZE_09022020_L1,Azerbaijan,AZE,2020,09/02/2020,Legislative,2,,7,6,0,3,14479,3,5,0,,36,,,,33,38,60,25,10,32,37,58,25,9,1,36,,2,4,4,2,4,2,,,,,42,42,,,,2,4,1,2,25,28,25,28,,4,2,1,5,5,75,75,75,75,,2,4,5,1,3,3,,,42,42,,,,5,2,4,3,3,3,4,3,,,,43,43,,,,1,1,3,3,2,2,4,,,,30,30,,,,2,1,2,4,3,2,5,3,4,33,33,38,38,,3,3,5,2,3,2,2,2,5,1,,,,,,42,44,,,,2,4,1,4,2,4,2,25,28,25,28,,4,3,1,5,2,4,1,,63,53,,,,1,3,1,1,,,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHS_10052017_L1,Bahamas,BHS,2017,10/05/2017,Legislative,6,,1,1,2,4,23173,2,9,0,,48,47,,,56,47,51,62,66,57,47,53,64,66,7,54,,3,3,3,3,3,3,,,,,43,43,,,,3,3,3,4,54,59,54,59,,3,3,3,3,2,40,40,40,40,,4,2,4,2,3,3,,,32,32,,,,3,3,3,2,4,3,2,4,,,,44,46,,,,4,4,3,3,3,4,3,,,,55,58,,,,3,4,3,4,3,4,2,4,2,48,47,46,45,,3,3,3,3,3,4,2,2,4,2,,,,,,49,54,,,,3,4,4,2,4,3,3,63,68,63,68,,3,3,2,4,2,5,4,,70,71,,,,4,4,4,3,,,55,61,,,,,,,3,,,,,,50,20,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHS_16092021_L1,Bahamas,BHS,2021,16/09/2021,Legislative,3,,1,1,2,4,34108,2,9,0,,,,,,57,40,55,50,81,58,40,61,50,81,7,56,,3,3,4,3,3,3,,,,,54,46,,,,3,3,5,5,71,71,71,71,,4,3,4,3,3,38,38,38,38,,4,2,4,2,,,,,,,,,,2,4,2,3,3,3,2,4,,,,50,53,,,,3,3,4,2,3,3,4,,,,35,48,,,,2,2,1,4,2,4,2,4,2,20,18,13,19,,2,4,3,3,3,3,3,3,4,1,,,,,,65,61,,,,4,4,4,2,4,2,4,83,80,83,80,,2,4,1,5,1,5,4,,85,85,,,,4,4,4,3,,,71,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHR_29112014_L2,Bahrain,BHR,2014,29/11/2014,Legislative,6,,6,6,0,4,46735,3,7,0,,30,26,,,31,27,48,17,33,34,27,51,20,37,3,38,,4,2,5,1,4,2,,,,,17,16,,,,3,3,2,2,35,39,35,39,,5,1,3,3,1,20,19,20,19,,4,2,4,2,5,1,,,15,15,,,,4,2,4,3,3,3,4,2,,,,34,37,,,,2,2,5,1,2,2,4,,,,30,32,,,,2,2,2,4,2,4,2,,,24,24,,,,3,3,4,2,3,2,3,4,4,2,,,,,,43,47,,,,3,4,2,4,2,4,2,28,42,28,42,,3,3,3,3,3,3,3,,50,50,,,,1,3,2,3,,,29,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHR_01122018_L2,Bahrain,BHR,2018,01/12/2018,Legislative,5,,7,6,0,4,43291,3,7,0,,34,34,,,42,28,50,37,54,42,31,51,35,53,4,42,,4,3,4,2,4,2,,,,,35,33,,,,4,3,3,3,55,55,55,55,,5,2,4,2,2,21,23,21,23,,4,2,4,2,3,3,,,37,37,,,,4,2,3,2,4,2,4,2,,,,30,34,,,,3,3,4,2,2,3,3,,,,50,41,,,,2,2,2,4,3,4,2,4,3,22,23,24,26,,3,3,3,3,3,2,3,3,4,3,,,,,,51,51,,,,3,3,3,3,3,3,3,42,51,42,51,,4,2,3,4,3,3,4,,52,53,,,,2,3,3,3,,,43,43,,,,,,,,,,,,,,,,,4,4,4,4,2,4,4,3,3,3,2,2,4,4,4,4,,,,,,,,,,,,,,,,,,
BHR_12112022_L1,Bahrain,BHR,2022,12/11/2022,Legislative,4,,7,6,0,4,54257,3,7,0,,44,,,,43,33,58,38,43,38,30,41,38,42,3,41,,4,3,5,2,4,2,,,,,25,25,,,,3,3,2,3,40,40,40,40,,4,2,4,2,2,25,25,25,25,,4,2,4,2,3,3,,,46,31,,,,5,1,4,4,4,2,4,2,,,,38,38,,,,2,2,4,2,3,2,2,,,,28,28,,,,2,3,1,2,4,4,2,4,2,35,34,38,34,,3,3,4,2,4,3,2,5,5,2,,,,,,79,61,,,,5,4,3,5,1,4,2,85,54,85,54,,3,3,3,3,2,4,3,,54,58,,,,2,3,2,3,,,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4,2,4,3,3,3,3,2,4,3,4,5,2,4,2,4
BGD_05012014_L1,Bangladesh,BGD,2014,05/01/2014,Legislative,16,,3,4,1,1,3132,3,4,0,,35,29,,,34,31,29,32,43,35,32,29,32,45,3,38,,3,3,4,2,3,3,,,,,36,40,,,,3,3,3,3,44,46,44,46,,3,3,4,2,3,40,40,40,40,,3,3,3,3,3,3,,,47,46,,,,3,3,3,3,4,2,4,2,,,,37,38,,,,3,3,3,3,3,3,3,,,,46,48,,,,2,2,2,4,2,4,2,,,18,21,,,,5,1,5,1,3,2,3,2,2,2,,,,,,24,27,,,,3,3,2,3,3,3,3,48,48,48,48,,4,2,3,3,3,3,2,,31,38,,,,2,3,2,2,,,29,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRB_21022013_L1,Barbados,BRB,2013,21/02/2013,Legislative,3,,1,1,2,4,15870,2,9,0,,55,64,,,57,42,63,60,63,63,58,64,67,63,7,63,,2,4,2,4,2,4,,,,,67,67,,,,3,4,4,3,56,61,56,61,,3,4,2,4,4,67,67,67,67,,4,3,3,3,3,4,,,50,50,,,,2,4,4,3,5,2,4,3,,,,40,50,,,,4,4,4,2,2,4,5,,,,55,57,,,,2,2,2,3,3,5,2,,,23,23,,,,2,4,4,2,5,4,4,4,4,1,,,,,,75,67,,,,4,4,5,1,5,2,5,100,86,100,86,,2,5,2,4,1,5,3,,78,80,,,,4,4,3,4,,,69,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRB_24052018_L1,Barbados,BRB,2018,24/05/2018,Legislative,8,,1,1,2,4,16978,2,9,0,,63,62,,,61,63,60,55,68,64,64,61,55,74,8,66,,2,4,2,4,2,4,,,,,74,74,,,,3,4,4,4,73,73,73,73,,2,4,2,4,4,72,73,72,73,,4,2,3,3,2,4,,,45,45,,,,1,5,4,4,3,3,1,5,,,,81,83,,,,3,3,4,2,3,3,4,,,,50,50,,,,2,2,2,3,3,3,3,4,2,32,34,32,33,,1,5,2,4,4,4,3,3,4,1,,,,,,72,74,,,,4,3,5,3,3,2,4,75,71,75,71,,1,5,2,4,1,5,3,,88,83,,,,4,4,4,4,,,74,73,,,,,,,,,,,,,,,,,2,2,4,4,4,3,3,3,1,1,3,3,2,2,4,4,,,,,,,,,,,,,,,,,,
BRB_19012022_L1,Barbados,BRB,2022,19/01/2022,Legislative,4,,1,1,2,4,15111,2,9,0,,62,,,,61,58,48,59,77,61,60,51,59,72,8,67,,3,4,3,3,3,3,,,,,54,54,,,,5,5,4,4,83,83,83,83,,2,4,3,3,4,58,62,58,62,,3,4,3,4,2,4,,,75,67,,,,2,4,5,4,3,3,2,4,,,,76,76,,,,3,3,3,3,3,3,1,,,,37,43,,,,3,2,2,3,4,4,2,3,3,25,41,23,41,,2,4,2,4,5,4,5,2,2,1,,,,,,29,59,,,,4,5,4,2,4,2,4,83,83,83,83,,3,4,1,5,1,5,4,,88,82,,,,4,4,3,4,,,69,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,4,2,5,4,2,4,2,2,4,5,1,2,2,4,3,3
BLR_23092012_L1,Belarus,BLR,2012,23/09/2012,Legislative,7,,7,6,0,3,17802,4,5,0,,22,25,,,30,25,61,12,22,28,24,56,11,22,,32,,4,2,5,2,5,1,,,,,11,12,,,,3,3,1,2,32,35,32,35,,4,2,4,2,2,28,28,28,28,,3,3,3,3,3,3,,,47,44,,,,5,1,3,3,3,3,5,1,,,,25,32,,,,1,1,4,2,1,2,4,,,,23,24,,,,2,2,1,2,4,5,1,,,15,21,,,,3,3,4,2,3,1,2,4,5,2,,,,,,53,49,,,,2,4,1,4,2,5,1,25,24,25,24,,4,2,2,4,2,5,2,,54,53,,,,1,2,2,2,,,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR_11102015_P1,Belarus,BLR,2015,11/10/2015,Presidential,11,,7,6,0,3,18345,4,5,0,,44,33,,,39,38,56,25,36,39,35,60,25,35,3,40,,4,2,4,2,4,2,,,,,29,29,,,,3,3,2,3,41,41,41,41,,3,3,3,3,3,61,52,61,52,,3,3,3,3,4,2,,,38,39,,,,4,2,4,3,3,3,4,2,,,,47,46,,,,2,2,5,1,2,2,4,,,,21,28,,,,2,2,2,3,3,5,1,,,30,29,,,,2,4,5,1,4,2,2,4,4,1,,,,,,50,55,,,,2,4,2,4,2,4,2,34,35,34,35,,4,2,2,4,1,5,3,,62,61,,,,1,3,2,2,,,28,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR_11092016_L1,Belarus,BLR,2016,11/09/2016,Legislative,8,,7,6,0,3,18060,4,5,0,,53,,,,48,50,67,35,40,44,42,60,35,40,4,47,,3,3,4,2,3,3,,,,,44,41,,,,4,4,2,3,54,54,54,54,,1,5,2,5,4,92,90,92,90,,4,2,3,3,3,3,,,44,42,,,,4,2,3,3,2,4,3,3,,,,60,51,,,,2,2,4,2,2,2,4,,,,28,35,,,,3,2,2,2,4,4,2,2,4,43,39,50,46,,2,4,4,2,4,3,2,4,4,1,,,,,,69,63,,,,3,4,2,3,3,4,2,44,43,44,43,,4,2,2,4,2,4,2,,54,53,,,,2,4,2,3,,,44,44,,,,3,3,3,27,3,27,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR_17112019_L1,Belarus,BLR,2019,17/11/2019,Legislative,3,,7,6,0,3,20093,4,5,1,,,,,,21,25,45,2,12,22,25,47,4,12,2,32,,3,3,4,2,4,2,,,,,,31,,,,1,3,1,1,17,17,17,17,,5,1,5,1,,,,,,,5,2,5,2,4,2,,,25,17,,,,5,1,3,3,3,3,5,1,,,,30,30,,,,1,1,5,1,1,1,4,,,,15,22,,,,1,1,2,2,4,5,2,4,2,20,20,25,21,,4,2,5,1,4,1,3,4,4,1,,,,,,42,42,,,,1,4,1,4,2,5,1,18,18,18,18,,4,2,3,3,1,5,2,,44,44,,,,1,4,1,1,,,23,23,,,,,,,,,,,,,,,,,4,4,2,2,1,3,3,4,2,2,1,1,5,5,1,1,,,,,,,,,,,,,,,,,,
BLR_09082020_P1,Belarus,BLR,2020,09/08/2020,Presidential,6,,7,6,0,3,20238,4,5,0,,26,,,,27,37,48,18,6,27,36,52,18,5,1,27,,4,2,4,2,4,2,,,,,25,24,,,,2,3,1,1,20,20,20,20,,3,3,3,3,4,53,63,53,63,,5,2,5,2,5,1,,,13,11,,,,5,1,4,3,2,4,5,1,,,,35,36,,,,1,1,5,1,2,2,5,,,,25,29,,,,2,2,2,1,5,5,1,4,3,45,34,46,34,,4,2,5,1,4,2,1,4,4,1,,,,,,54,46,,,,1,3,1,5,1,5,1,13,13,13,13,,5,1,5,1,4,2,1,,16,9,,,,1,2,1,2,,,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL_25052014_L1,Belgium,BEL,2014,25/05/2014,Legislative,12,,1,1,2,4,44795,4,6,1,,70,63,,,76,69,76,78,82,77,69,78,78,83,9,71,,3,3,2,4,2,4,,,,,66,66,,,,4,4,5,4,81,81,81,81,,3,3,2,4,3,59,59,59,59,,2,4,2,4,2,4,,,78,78,,,,2,4,4,4,3,3,2,4,,,,73,73,,,,4,4,2,4,4,4,2,,,,62,63,,,,3,3,3,2,4,2,4,,,65,64,,,,1,5,2,4,4,4,3,4,4,1,,,,,,76,78,,,,5,3,4,2,4,2,4,77,79,77,79,,3,3,1,5,1,5,4,,76,78,,,,4,4,4,4,,,77,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL_26052019_L1,Belgium,BEL,2019,26/05/2019,Legislative,10,,1,1,2,4,54278,4,6,1,,70,63,,,76,68,83,73,81,76,68,83,71,84,9,75,,3,4,2,4,2,4,,,,,68,68,,,,5,5,5,5,94,94,94,94,,2,4,2,4,3,65,65,65,65,,2,4,2,4,2,4,,,78,76,,,,2,4,4,4,3,3,2,4,,,,71,70,,,,3,3,2,4,3,3,2,,,,45,54,,,,4,4,3,2,5,3,4,1,5,74,70,76,73,,2,4,1,5,5,4,4,4,4,2,,,,,,88,85,,,,4,4,5,2,4,2,4,86,85,86,85,,2,4,2,4,1,5,4,,79,80,,,,5,4,4,5,,,82,84,,,,,,,,,,,,,,,,,2,2,3,3,4,2,2,3,1,1,4,3,3,3,3,3,,,,,,,,,,,,,,,,,,
BLZ_04112015_L1,Belize,BLZ,2015,04/11/2015,Legislative,7,,1,2,2,2,8583,2,9,0,,54,,,,58,45,52,70,65,59,43,57,70,66,7,55,,4,2,4,2,2,4,,,,,40,40,,,,4,3,4,4,63,65,63,65,,4,2,4,2,3,36,36,36,36,,4,3,3,3,4,2,,,50,39,,,,2,4,3,3,3,3,2,4,,,,64,63,,,,3,3,3,3,3,3,3,,,,62,56,,,,2,2,2,3,3,4,2,,,13,23,,,,2,4,3,3,4,4,2,2,3,1,,,,,,54,59,,,,4,4,4,2,4,3,3,80,72,80,72,,3,3,3,4,2,4,3,,60,64,,,,4,4,4,4,,,71,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEN_26042015_L1,Benin,BEN,2015,26/04/2015,Legislative,4,,2,2,2,1,2116,1,2,0,,68,,,,66,60,41,73,88,72,62,61,77,87,8,69,,2,4,2,5,2,5,,,,,83,83,,,,3,5,5,4,77,77,77,77,,2,4,2,4,4,78,78,78,78,,4,2,3,4,2,4,,,67,56,,,,1,5,4,3,3,3,2,4,,,,65,65,,,,4,4,3,3,4,4,5,,,,50,73,,,,3,3,2,4,2,4,3,,,30,38,,,,1,5,4,2,4,5,4,4,1,1,,,,,,63,61,,,,4,4,5,1,5,1,5,88,86,88,86,,2,4,3,4,2,5,5,,80,80,,,,5,5,5,4,,,88,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEN_20032016_P2,Benin,BEN,2016,20/03/2016,Presidential,7,,2,2,2,1,2168,1,2,0,,73,70,,,70,66,62,76,77,72,65,63,76,83,9,71,,1,5,2,4,2,4,,,,,86,86,,,,5,4,5,5,88,88,88,88,,1,5,1,5,5,92,92,92,92,,3,3,3,3,2,4,,,54,54,,,,1,5,4,4,3,3,1,5,,,,74,74,,,,3,3,2,4,4,3,4,,,,60,63,,,,4,3,2,4,2,4,2,4,2,43,41,39,39,,2,4,3,3,5,5,1,3,4,1,,,,,,73,72,,,,5,5,5,1,5,1,5,96,96,96,96,,1,5,3,3,1,5,3,,79,74,,,,4,4,4,5,,,87,87,,,,4,2,2,5,4,18,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEN_28042019_L1,Benin,BEN,2019,28/04/2019,Legislative,4,,4,2,1,2,3426,1,2,0,,46,45,,,37,32,33,25,60,35,29,30,25,55,5,36,,4,2,4,2,3,4,,,,,33,33,,,,3,3,2,4,50,50,50,50,,2,4,2,4,3,67,69,67,69,,4,2,3,3,3,3,,,47,44,,,,5,1,4,4,4,2,3,3,,,,40,40,,,,2,2,5,2,2,2,4,,,,35,35,,,,1,1,2,4,2,4,2,4,2,15,15,17,17,,3,3,4,2,4,2,2,2,2,1,,,,,,42,39,,,,4,4,2,1,5,1,5,73,72,73,72,,3,3,3,3,4,2,3,,41,41,,,,2,4,3,2,,,39,39,,,,,,,,,,,,,,,,,3,3,3,3,3,1,1,3,2,2,2,2,3,3,4,4,,,,,,,,,,,,,,,,,,
BEN_11042021_P1,Benin,BEN,2021,11/04/2021,Presidential,4,,5,3,1,2,3789,1,2,0,,43,,,,46,34,48,41,60,47,35,52,41,63,4,45,,5,2,5,2,3,4,,,,,33,29,,,,3,4,4,3,60,59,60,59,,3,3,3,3,2,42,42,42,42,,4,2,4,2,3,3,,,33,33,,,,5,2,4,4,5,1,3,3,,,,45,45,,,,2,2,4,2,3,3,4,,,,45,42,,,,2,3,2,4,2,3,3,4,2,35,33,33,31,,3,3,5,2,4,3,4,2,4,2,,,,,,48,47,,,,4,4,3,1,5,1,5,75,74,75,74,,4,2,3,3,3,3,3,,31,42,,,,4,4,3,3,,,50,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEN_08012023_L1,Benin,BEN,2023,08/01/2023,Legislative,3,,4,3,1,2,3698,1,2,0,,52,52,52,54,49,39,49,50,57,49,43,51,50,53,6,,,4,2,4,2,2,4,3,2,3,4,42,42,49,49,,4,4,2,4,65,65,65,65,,2,4,2,4,3,72,72,72,72,,3,3,3,3,2,4,2,4,67,67,71,71,,4,3,3,3,4,2,2,4,2,3,3,45,45,41,41,,3,,4,2,2,3,4,4,2,3,43,43,32,39,,3,2,2,4,2,4,2,4,2,25,25,25,25,,2,4,4,2,4,4,,3,3,2,4,2,2,2,4,58,58,45,45,,4,3,3,2,4,2,4,65,65,65,65,,4,2,2,4,2,4,4,4,63,63,65,65,,3,4,2,4,2,4,50,50,55,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTN_13072013_L2,Bhutan,BTN,2013,13/07/2013,Legislative,10,,3,4,1,2,7317,3,4,0,,59,36,,,62,54,63,62,67,61,54,59,63,69,7,60,,3,3,3,3,3,3,,,,,48,48,,,,4,4,4,4,73,73,73,73,,2,4,2,4,3,67,67,67,67,,4,2,3,3,2,4,,,46,46,,,,3,3,3,3,4,2,3,3,,,,47,46,,,,4,4,2,4,4,4,4,,,,62,67,,,,3,3,3,3,3,3,3,,,51,55,,,,2,4,3,3,4,3,4,3,4,2,,,,,,63,63,,,,4,4,4,3,3,3,4,61,64,61,64,,3,3,2,4,2,4,4,,68,70,,,,4,4,4,4,,,77,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTN_18102018_L2,Bhutan,BTN,2018,18/10/2018,Legislative,9,,3,4,1,2,8709,3,4,0,,69,,,,71,64,74,72,75,71,65,74,72,75,8,71,,2,4,2,4,2,4,,,,,69,70,,,,4,4,4,4,81,81,81,81,,3,4,2,4,3,61,61,61,61,,3,3,2,4,1,5,,,82,79,,,,2,4,3,4,3,3,2,4,,,,64,62,,,,3,3,2,4,4,3,4,,,,64,66,,,,4,3,3,2,4,3,3,2,4,56,60,57,62,,2,4,2,4,4,4,4,4,4,2,,,,,,81,77,,,,4,5,4,2,4,2,4,83,82,83,82,,2,4,1,5,1,5,4,,85,87,,,,4,4,3,4,,,70,71,,,,,,,,,,,,,,,,,2,2,3,3,4,3,3,4,2,2,4,3,3,3,4,4,,,,,,,,,,,,,,,,,,
BTN_20042023_L1,Bhutan,BTN,2023,20/04/2023,Legislative,8,,2,4,1,2,12423,3,4,0,,69,62,72,63,71,68,70,71,75,71,70,69,70,74,8,,,2,4,2,4,2,4,4,4,4,4,68,68,69,70,,4,4,4,4,80,80,80,80,,3,3,3,3,4,53,59,53,59,,3,4,2,4,2,4,3,4,69,69,68,68,,3,3,4,4,3,3,2,4,3,2,5,58,64,59,66,,4,,2,4,4,4,3,3,3,4,62,68,56,66,,4,4,4,2,4,3,3,2,4,63,69,61,69,,2,5,2,4,4,4,,4,3,2,3,4,4,3,3,81,75,64,60,,4,4,5,2,4,2,4,86,78,86,78,,2,4,1,5,1,5,4,4,83,86,83,86,,4,4,4,4,1,5,88,83,88,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL_12102014_P1,Bolivia,BOL,2014,12/10/2014,Presidential,11,,3,3,1,2,6663,2,9,0,,51,49,,,61,48,65,65,67,63,50,67,66,69,7,56,,3,3,3,3,2,4,,,,,55,55,,,,3,4,4,4,64,64,64,64,,3,3,3,3,3,56,56,56,56,,3,3,3,3,3,3,,,50,46,,,,3,3,4,4,3,3,3,3,,,,66,62,,,,4,4,3,3,3,3,4,,,,52,53,,,,2,2,2,3,3,4,2,,,28,30,,,,2,4,4,3,4,4,3,3,4,2,,,,,,67,65,,,,4,3,4,2,4,2,4,69,63,69,63,,3,3,2,4,2,4,4,,67,69,,,,3,4,3,3,,,54,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL_20102019_P1,Bolivia,BOL,2019,20/10/2019,Presidential,11,,3,3,1,2,9093,2,9,0,,49,44,,,59,57,64,66,49,58,57,63,65,47,5,50,,3,3,3,3,2,4,,,,,60,59,,,,2,4,3,3,54,54,54,54,,3,3,3,3,4,57,57,57,57,,3,3,3,3,3,4,,,61,62,,,,2,4,4,4,3,3,2,4,,,,70,69,,,,3,3,3,3,4,3,4,,,,58,56,,,,3,3,2,2,4,4,2,3,3,36,41,33,44,,3,3,3,3,4,4,3,2,4,2,,,,,,54,61,,,,3,2,2,2,4,2,4,49,50,49,50,,4,2,4,2,4,2,2,,24,24,,,,2,4,3,2,,,41,41,,,,,,,,,,,,,,,,,3,3,4,4,3,3,3,4,2,2,3,3,4,4,4,4,,,,,,,,,,,,,,,,,,
